CYCLE	OPERATION	INSTRUCTION
13541	STATE UPDATE	26082
13541	STATE UPDATE	26083
13541	EXECUTED	26084
13541	EXECUTED	26085
13541	SCHEDULED	26086
13541	SCHEDULED	26087
13541	DISPATCHED	26092
13541	DISPATCHED	26093
13541	FETCHED	54161
13541	FETCHED	54162
13541	FETCHED	54163
13541	FETCHED	54164
13542	STATE UPDATE	26084
13542	STATE UPDATE	26085
13542	EXECUTED	26086
13542	EXECUTED	26087
13542	SCHEDULED	26088
13542	SCHEDULED	26089
13542	DISPATCHED	26094
13542	DISPATCHED	26095
13542	FETCHED	54165
13542	FETCHED	54166
13542	FETCHED	54167
13542	FETCHED	54168
13543	STATE UPDATE	26086
13543	STATE UPDATE	26087
13543	EXECUTED	26088
13543	EXECUTED	26089
13543	SCHEDULED	26090
13543	SCHEDULED	26091
13543	SCHEDULED	26094
13543	DISPATCHED	26096
13543	DISPATCHED	26097
13543	FETCHED	54169
13543	FETCHED	54170
13543	FETCHED	54171
13543	FETCHED	54172
13544	STATE UPDATE	26088
13544	STATE UPDATE	26089
13544	EXECUTED	26094
13544	EXECUTED	26090
13544	EXECUTED	26091
13544	SCHEDULED	26092
13544	SCHEDULED	26093
13544	DISPATCHED	26098
13544	DISPATCHED	26099
13544	FETCHED	54173
13544	FETCHED	54174
13544	FETCHED	54175
13544	FETCHED	54176
13545	STATE UPDATE	26090
13545	STATE UPDATE	26091
13545	EXECUTED	26092
13545	EXECUTED	26093
13545	SCHEDULED	26095
13545	SCHEDULED	26096
13545	DISPATCHED	26100
13545	DISPATCHED	26101
13545	FETCHED	54177
13545	FETCHED	54178
13545	FETCHED	54179
13545	FETCHED	54180
13546	STATE UPDATE	26092
13546	STATE UPDATE	26094
13546	EXECUTED	26096
13546	EXECUTED	26095
13546	SCHEDULED	26098
13546	SCHEDULED	26099
13546	DISPATCHED	26102
13546	DISPATCHED	26103
13546	FETCHED	54181
13546	FETCHED	54182
13546	FETCHED	54183
13546	FETCHED	54184
13547	STATE UPDATE	26093
13547	STATE UPDATE	26095
13547	EXECUTED	26098
13547	EXECUTED	26099
13547	SCHEDULED	26100
13547	DISPATCHED	26104
13547	DISPATCHED	26105
13547	FETCHED	54185
13547	FETCHED	54186
13547	FETCHED	54187
13547	FETCHED	54188
13548	STATE UPDATE	26096
13548	STATE UPDATE	26098
13548	EXECUTED	26100
13548	SCHEDULED	26097
13548	SCHEDULED	26101
13548	DISPATCHED	26106
13548	DISPATCHED	26107
13548	FETCHED	54189
13548	FETCHED	54190
13548	FETCHED	54191
13548	FETCHED	54192
13549	STATE UPDATE	26099
13549	STATE UPDATE	26100
13549	EXECUTED	26097
13549	EXECUTED	26101
13549	SCHEDULED	26102
13549	SCHEDULED	26103
13549	DISPATCHED	26108
13549	DISPATCHED	26109
13549	FETCHED	54193
13549	FETCHED	54194
13549	FETCHED	54195
13549	FETCHED	54196
13550	STATE UPDATE	26097
13550	STATE UPDATE	26101
13550	EXECUTED	26102
13550	EXECUTED	26103
13550	SCHEDULED	26104
13550	SCHEDULED	26105
13550	DISPATCHED	26110
13550	DISPATCHED	26111
13550	FETCHED	54197
13550	FETCHED	54198
13550	FETCHED	54199
13550	FETCHED	54200
13551	STATE UPDATE	26102
13551	STATE UPDATE	26103
13551	EXECUTED	26104
13551	EXECUTED	26105
13551	SCHEDULED	26106
13551	SCHEDULED	26107
13551	DISPATCHED	26112
13551	DISPATCHED	26113
13551	FETCHED	54201
13551	FETCHED	54202
13551	FETCHED	54203
13551	FETCHED	54204
13552	STATE UPDATE	26104
13552	STATE UPDATE	26105
13552	EXECUTED	26106
13552	EXECUTED	26107
13552	SCHEDULED	26108
13552	SCHEDULED	26109
13552	SCHEDULED	26113
13552	DISPATCHED	26114
13552	DISPATCHED	26115
13552	FETCHED	54205
13552	FETCHED	54206
13552	FETCHED	54207
13552	FETCHED	54208
13553	STATE UPDATE	26106
13553	STATE UPDATE	26107
13553	EXECUTED	26113
13553	EXECUTED	26108
13553	EXECUTED	26109
13553	SCHEDULED	26110
13553	SCHEDULED	26111
13553	DISPATCHED	26116
13553	DISPATCHED	26117
13553	FETCHED	54209
13553	FETCHED	54210
13553	FETCHED	54211
13553	FETCHED	54212
13554	STATE UPDATE	26108
13554	STATE UPDATE	26109
13554	EXECUTED	26110
13554	EXECUTED	26111
13554	SCHEDULED	26112
13554	SCHEDULED	26115
13554	DISPATCHED	26118
13554	DISPATCHED	26119
13554	FETCHED	54213
13554	FETCHED	54214
13554	FETCHED	54215
13554	FETCHED	54216
13555	STATE UPDATE	26110
13555	STATE UPDATE	26113
13555	EXECUTED	26115
13555	EXECUTED	26112
13555	SCHEDULED	26114
13555	SCHEDULED	26118
13555	DISPATCHED	26120
13555	DISPATCHED	26121
13555	FETCHED	54217
13555	FETCHED	54218
13555	FETCHED	54219
13555	FETCHED	54220
13556	STATE UPDATE	26111
13556	STATE UPDATE	26112
13556	EXECUTED	26114
13556	EXECUTED	26118
13556	SCHEDULED	26117
13556	DISPATCHED	26122
13556	DISPATCHED	26123
13556	FETCHED	54221
13556	FETCHED	54222
13556	FETCHED	54223
13556	FETCHED	54224
13557	STATE UPDATE	26114
13557	STATE UPDATE	26115
13557	EXECUTED	26117
13557	SCHEDULED	26116
13557	SCHEDULED	26119
13557	DISPATCHED	26124
13557	DISPATCHED	26125
13557	FETCHED	54225
13557	FETCHED	54226
13557	FETCHED	54227
13557	FETCHED	54228
13558	STATE UPDATE	26117
13558	STATE UPDATE	26118
13558	EXECUTED	26116
13558	EXECUTED	26119
13558	SCHEDULED	26120
13558	SCHEDULED	26121
13558	DISPATCHED	26126
13558	DISPATCHED	26127
13558	FETCHED	54229
13558	FETCHED	54230
13558	FETCHED	54231
13558	FETCHED	54232
13559	STATE UPDATE	26116
13559	STATE UPDATE	26119
13559	EXECUTED	26120
13559	EXECUTED	26121
13559	SCHEDULED	26122
13559	SCHEDULED	26123
13559	DISPATCHED	26128
13559	DISPATCHED	26129
13559	FETCHED	54233
13559	FETCHED	54234
13559	FETCHED	54235
13559	FETCHED	54236
13560	STATE UPDATE	26120
13560	STATE UPDATE	26121
13560	EXECUTED	26122
13560	EXECUTED	26123
13560	SCHEDULED	26124
13560	SCHEDULED	26125
13560	DISPATCHED	26130
13560	DISPATCHED	26131
13560	FETCHED	54237
13560	FETCHED	54238
13560	FETCHED	54239
13560	FETCHED	54240
13561	STATE UPDATE	26122
13561	STATE UPDATE	26123
13561	EXECUTED	26124
13561	EXECUTED	26125
13561	SCHEDULED	26126
13561	SCHEDULED	26127
13561	DISPATCHED	26132
13561	DISPATCHED	26133
13561	FETCHED	54241
13561	FETCHED	54242
13561	FETCHED	54243
13561	FETCHED	54244
13562	STATE UPDATE	26124
13562	STATE UPDATE	26125
13562	EXECUTED	26126
13562	EXECUTED	26127
13562	SCHEDULED	26128
13562	SCHEDULED	26129
13562	SCHEDULED	26132
13562	DISPATCHED	26134
13562	DISPATCHED	26135
13562	FETCHED	54245
13562	FETCHED	54246
13562	FETCHED	54247
13562	FETCHED	54248
13563	STATE UPDATE	26126
13563	STATE UPDATE	26127
13563	EXECUTED	26132
13563	EXECUTED	26128
13563	EXECUTED	26129
13563	SCHEDULED	26130
13563	SCHEDULED	26131
13563	DISPATCHED	26136
13563	DISPATCHED	26137
13563	FETCHED	54249
13563	FETCHED	54250
13563	FETCHED	54251
13563	FETCHED	54252
13564	STATE UPDATE	26128
13564	STATE UPDATE	26129
13564	EXECUTED	26130
13564	EXECUTED	26131
13564	SCHEDULED	26133
13564	SCHEDULED	26134
13564	DISPATCHED	26138
13564	DISPATCHED	26139
13564	FETCHED	54253
13564	FETCHED	54254
13564	FETCHED	54255
13564	FETCHED	54256
13565	STATE UPDATE	26130
13565	STATE UPDATE	26132
13565	EXECUTED	26134
13565	EXECUTED	26133
13565	SCHEDULED	26136
13565	SCHEDULED	26137
13565	DISPATCHED	26140
13565	DISPATCHED	26141
13565	FETCHED	54257
13565	FETCHED	54258
13565	FETCHED	54259
13565	FETCHED	54260
13566	STATE UPDATE	26131
13566	STATE UPDATE	26133
13566	EXECUTED	26136
13566	EXECUTED	26137
13566	SCHEDULED	26138
13566	DISPATCHED	26142
13566	DISPATCHED	26143
13566	FETCHED	54261
13566	FETCHED	54262
13566	FETCHED	54263
13566	FETCHED	54264
13567	STATE UPDATE	26134
13567	STATE UPDATE	26136
13567	EXECUTED	26138
13567	SCHEDULED	26135
13567	SCHEDULED	26139
13567	DISPATCHED	26144
13567	DISPATCHED	26145
13567	FETCHED	54265
13567	FETCHED	54266
13567	FETCHED	54267
13567	FETCHED	54268
13568	STATE UPDATE	26137
13568	STATE UPDATE	26138
13568	EXECUTED	26135
13568	EXECUTED	26139
13568	SCHEDULED	26140
13568	SCHEDULED	26141
13568	DISPATCHED	26146
13568	DISPATCHED	26147
13568	FETCHED	54269
13568	FETCHED	54270
13568	FETCHED	54271
13568	FETCHED	54272
13569	STATE UPDATE	26135
13569	STATE UPDATE	26139
13569	EXECUTED	26140
13569	EXECUTED	26141
13569	SCHEDULED	26142
13569	SCHEDULED	26143
13569	DISPATCHED	26148
13569	DISPATCHED	26149
13569	FETCHED	54273
13569	FETCHED	54274
13569	FETCHED	54275
13569	FETCHED	54276
13570	STATE UPDATE	26140
13570	STATE UPDATE	26141
13570	EXECUTED	26142
13570	EXECUTED	26143
13570	SCHEDULED	26144
13570	SCHEDULED	26145
13570	DISPATCHED	26150
13570	DISPATCHED	26151
13570	FETCHED	54277
13570	FETCHED	54278
13570	FETCHED	54279
13570	FETCHED	54280
13571	STATE UPDATE	26142
13571	STATE UPDATE	26143
13571	EXECUTED	26144
13571	EXECUTED	26145
13571	SCHEDULED	26146
13571	SCHEDULED	26147
13571	SCHEDULED	26151
13571	DISPATCHED	26152
13571	DISPATCHED	26153
13571	FETCHED	54281
13571	FETCHED	54282
13571	FETCHED	54283
13571	FETCHED	54284
13572	STATE UPDATE	26144
13572	STATE UPDATE	26145
13572	EXECUTED	26151
13572	EXECUTED	26146
13572	EXECUTED	26147
13572	SCHEDULED	26148
13572	SCHEDULED	26149
13572	DISPATCHED	26154
13572	DISPATCHED	26155
13572	FETCHED	54285
13572	FETCHED	54286
13572	FETCHED	54287
13572	FETCHED	54288
13573	STATE UPDATE	26146
13573	STATE UPDATE	26147
13573	EXECUTED	26148
13573	EXECUTED	26149
13573	SCHEDULED	26150
13573	SCHEDULED	26153
13573	DISPATCHED	26156
13573	DISPATCHED	26157
13573	FETCHED	54289
13573	FETCHED	54290
13573	FETCHED	54291
13573	FETCHED	54292
13574	STATE UPDATE	26148
13574	STATE UPDATE	26151
13574	EXECUTED	26153
13574	EXECUTED	26150
13574	SCHEDULED	26152
13574	SCHEDULED	26156
13574	DISPATCHED	26158
13574	DISPATCHED	26159
13574	FETCHED	54293
13574	FETCHED	54294
13574	FETCHED	54295
13574	FETCHED	54296
13575	STATE UPDATE	26149
13575	STATE UPDATE	26150
13575	EXECUTED	26152
13575	EXECUTED	26156
13575	SCHEDULED	26155
13575	DISPATCHED	26160
13575	DISPATCHED	26161
13575	FETCHED	54297
13575	FETCHED	54298
13575	FETCHED	54299
13575	FETCHED	54300
13576	STATE UPDATE	26152
13576	STATE UPDATE	26153
13576	EXECUTED	26155
13576	SCHEDULED	26154
13576	SCHEDULED	26157
13576	DISPATCHED	26162
13576	DISPATCHED	26163
13576	FETCHED	54301
13576	FETCHED	54302
13576	FETCHED	54303
13576	FETCHED	54304
13577	STATE UPDATE	26155
13577	STATE UPDATE	26156
13577	EXECUTED	26154
13577	EXECUTED	26157
13577	SCHEDULED	26158
13577	SCHEDULED	26159
13577	DISPATCHED	26164
13577	DISPATCHED	26165
13577	FETCHED	54305
13577	FETCHED	54306
13577	FETCHED	54307
13577	FETCHED	54308
13578	STATE UPDATE	26154
13578	STATE UPDATE	26157
13578	EXECUTED	26158
13578	EXECUTED	26159
13578	SCHEDULED	26160
13578	SCHEDULED	26161
13578	DISPATCHED	26166
13578	DISPATCHED	26167
13578	FETCHED	54309
13578	FETCHED	54310
13578	FETCHED	54311
13578	FETCHED	54312
13579	STATE UPDATE	26158
13579	STATE UPDATE	26159
13579	EXECUTED	26160
13579	EXECUTED	26161
13579	SCHEDULED	26162
13579	SCHEDULED	26163
13579	DISPATCHED	26168
13579	DISPATCHED	26169
13579	FETCHED	54313
13579	FETCHED	54314
13579	FETCHED	54315
13579	FETCHED	54316
13580	STATE UPDATE	26160
13580	STATE UPDATE	26161
13580	EXECUTED	26162
13580	EXECUTED	26163
13580	SCHEDULED	26164
13580	SCHEDULED	26165
13580	DISPATCHED	26170
13580	DISPATCHED	26171
13580	FETCHED	54317
13580	FETCHED	54318
13580	FETCHED	54319
13580	FETCHED	54320
13581	STATE UPDATE	26162
13581	STATE UPDATE	26163
13581	EXECUTED	26164
13581	EXECUTED	26165
13581	SCHEDULED	26166
13581	SCHEDULED	26167
13581	SCHEDULED	26170
13581	DISPATCHED	26172
13581	DISPATCHED	26173
13581	FETCHED	54321
13581	FETCHED	54322
13581	FETCHED	54323
13581	FETCHED	54324
13582	STATE UPDATE	26164
13582	STATE UPDATE	26165
13582	EXECUTED	26170
13582	EXECUTED	26166
13582	EXECUTED	26167
13582	SCHEDULED	26168
13582	SCHEDULED	26169
13582	DISPATCHED	26174
13582	DISPATCHED	26175
13582	FETCHED	54325
13582	FETCHED	54326
13582	FETCHED	54327
13582	FETCHED	54328
13583	STATE UPDATE	26166
13583	STATE UPDATE	26167
13583	EXECUTED	26168
13583	EXECUTED	26169
13583	SCHEDULED	26171
13583	SCHEDULED	26172
13583	DISPATCHED	26176
13583	DISPATCHED	26177
13583	FETCHED	54329
13583	FETCHED	54330
13583	FETCHED	54331
13583	FETCHED	54332
13584	STATE UPDATE	26168
13584	STATE UPDATE	26170
13584	EXECUTED	26172
13584	EXECUTED	26171
13584	SCHEDULED	26174
13584	SCHEDULED	26175
13584	DISPATCHED	26178
13584	DISPATCHED	26179
13584	FETCHED	54333
13584	FETCHED	54334
13584	FETCHED	54335
13584	FETCHED	54336
13585	STATE UPDATE	26169
13585	STATE UPDATE	26171
13585	EXECUTED	26174
13585	EXECUTED	26175
13585	SCHEDULED	26176
13585	DISPATCHED	26180
13585	DISPATCHED	26181
13585	FETCHED	54337
13585	FETCHED	54338
13585	FETCHED	54339
13585	FETCHED	54340
13586	STATE UPDATE	26172
13586	STATE UPDATE	26174
13586	EXECUTED	26176
13586	SCHEDULED	26173
13586	SCHEDULED	26177
13586	DISPATCHED	26182
13586	DISPATCHED	26183
13586	FETCHED	54341
13586	FETCHED	54342
13586	FETCHED	54343
13586	FETCHED	54344
13587	STATE UPDATE	26175
13587	STATE UPDATE	26176
13587	EXECUTED	26173
13587	EXECUTED	26177
13587	SCHEDULED	26178
13587	SCHEDULED	26179
13587	DISPATCHED	26184
13587	DISPATCHED	26185
13587	FETCHED	54345
13587	FETCHED	54346
13587	FETCHED	54347
13587	FETCHED	54348
13588	STATE UPDATE	26173
13588	STATE UPDATE	26177
13588	EXECUTED	26178
13588	EXECUTED	26179
13588	SCHEDULED	26180
13588	SCHEDULED	26181
13588	DISPATCHED	26186
13588	DISPATCHED	26187
13588	FETCHED	54349
13588	FETCHED	54350
13588	FETCHED	54351
13588	FETCHED	54352
13589	STATE UPDATE	26178
13589	STATE UPDATE	26179
13589	EXECUTED	26180
13589	EXECUTED	26181
13589	SCHEDULED	26182
13589	SCHEDULED	26183
13589	DISPATCHED	26188
13589	DISPATCHED	26189
13589	FETCHED	54353
13589	FETCHED	54354
13589	FETCHED	54355
13589	FETCHED	54356
13590	STATE UPDATE	26180
13590	STATE UPDATE	26181
13590	EXECUTED	26182
13590	EXECUTED	26183
13590	SCHEDULED	26184
13590	SCHEDULED	26185
13590	SCHEDULED	26189
13590	DISPATCHED	26190
13590	DISPATCHED	26191
13590	FETCHED	54357
13590	FETCHED	54358
13590	FETCHED	54359
13590	FETCHED	54360
13591	STATE UPDATE	26182
13591	STATE UPDATE	26183
13591	EXECUTED	26189
13591	EXECUTED	26184
13591	EXECUTED	26185
13591	SCHEDULED	26186
13591	SCHEDULED	26187
13591	DISPATCHED	26192
13591	DISPATCHED	26193
13591	FETCHED	54361
13591	FETCHED	54362
13591	FETCHED	54363
13591	FETCHED	54364
13592	STATE UPDATE	26184
13592	STATE UPDATE	26185
13592	EXECUTED	26186
13592	EXECUTED	26187
13592	SCHEDULED	26188
13592	SCHEDULED	26191
13592	DISPATCHED	26194
13592	DISPATCHED	26195
13592	FETCHED	54365
13592	FETCHED	54366
13592	FETCHED	54367
13592	FETCHED	54368
13593	STATE UPDATE	26186
13593	STATE UPDATE	26189
13593	EXECUTED	26191
13593	EXECUTED	26188
13593	SCHEDULED	26190
13593	SCHEDULED	26194
13593	DISPATCHED	26196
13593	DISPATCHED	26197
13593	FETCHED	54369
13593	FETCHED	54370
13593	FETCHED	54371
13593	FETCHED	54372
13594	STATE UPDATE	26187
13594	STATE UPDATE	26188
13594	EXECUTED	26190
13594	EXECUTED	26194
13594	SCHEDULED	26193
13594	DISPATCHED	26198
13594	DISPATCHED	26199
13594	FETCHED	54373
13594	FETCHED	54374
13594	FETCHED	54375
13594	FETCHED	54376
13595	STATE UPDATE	26190
13595	STATE UPDATE	26191
13595	EXECUTED	26193
13595	SCHEDULED	26192
13595	SCHEDULED	26195
13595	DISPATCHED	26200
13595	DISPATCHED	26201
13595	FETCHED	54377
13595	FETCHED	54378
13595	FETCHED	54379
13595	FETCHED	54380
13596	STATE UPDATE	26193
13596	STATE UPDATE	26194
13596	EXECUTED	26192
13596	EXECUTED	26195
13596	SCHEDULED	26196
13596	SCHEDULED	26197
13596	DISPATCHED	26202
13596	DISPATCHED	26203
13596	FETCHED	54381
13596	FETCHED	54382
13596	FETCHED	54383
13596	FETCHED	54384
13597	STATE UPDATE	26192
13597	STATE UPDATE	26195
13597	EXECUTED	26196
13597	EXECUTED	26197
13597	SCHEDULED	26198
13597	SCHEDULED	26199
13597	DISPATCHED	26204
13597	DISPATCHED	26205
13597	FETCHED	54385
13597	FETCHED	54386
13597	FETCHED	54387
13597	FETCHED	54388
13598	STATE UPDATE	26196
13598	STATE UPDATE	26197
13598	EXECUTED	26198
13598	EXECUTED	26199
13598	SCHEDULED	26200
13598	SCHEDULED	26201
13598	DISPATCHED	26206
13598	DISPATCHED	26207
13598	FETCHED	54389
13598	FETCHED	54390
13598	FETCHED	54391
13598	FETCHED	54392
13599	STATE UPDATE	26198
13599	STATE UPDATE	26199
13599	EXECUTED	26200
13599	EXECUTED	26201
13599	SCHEDULED	26202
13599	SCHEDULED	26203
13599	DISPATCHED	26208
13599	DISPATCHED	26209
13599	FETCHED	54393
13599	FETCHED	54394
13599	FETCHED	54395
13599	FETCHED	54396
13600	STATE UPDATE	26200
13600	STATE UPDATE	26201
13600	EXECUTED	26202
13600	EXECUTED	26203
13600	SCHEDULED	26204
13600	SCHEDULED	26205
13600	SCHEDULED	26208
13600	DISPATCHED	26210
13600	DISPATCHED	26211
13600	FETCHED	54397
13600	FETCHED	54398
13600	FETCHED	54399
13600	FETCHED	54400
13601	STATE UPDATE	26202
13601	STATE UPDATE	26203
13601	EXECUTED	26208
13601	EXECUTED	26204
13601	EXECUTED	26205
13601	SCHEDULED	26206
13601	SCHEDULED	26207
13601	DISPATCHED	26212
13601	DISPATCHED	26213
13601	FETCHED	54401
13601	FETCHED	54402
13601	FETCHED	54403
13601	FETCHED	54404
13602	STATE UPDATE	26204
13602	STATE UPDATE	26205
13602	EXECUTED	26206
13602	EXECUTED	26207
13602	SCHEDULED	26209
13602	SCHEDULED	26210
13602	DISPATCHED	26214
13602	DISPATCHED	26215
13602	FETCHED	54405
13602	FETCHED	54406
13602	FETCHED	54407
13602	FETCHED	54408
13603	STATE UPDATE	26206
13603	STATE UPDATE	26208
13603	EXECUTED	26210
13603	EXECUTED	26209
13603	SCHEDULED	26212
13603	SCHEDULED	26213
13603	DISPATCHED	26216
13603	DISPATCHED	26217
13603	FETCHED	54409
13603	FETCHED	54410
13603	FETCHED	54411
13603	FETCHED	54412
13604	STATE UPDATE	26207
13604	STATE UPDATE	26209
13604	EXECUTED	26212
13604	EXECUTED	26213
13604	SCHEDULED	26214
13604	DISPATCHED	26218
13604	DISPATCHED	26219
13604	FETCHED	54413
13604	FETCHED	54414
13604	FETCHED	54415
13604	FETCHED	54416
13605	STATE UPDATE	26210
13605	STATE UPDATE	26212
13605	EXECUTED	26214
13605	SCHEDULED	26211
13605	SCHEDULED	26215
13605	DISPATCHED	26220
13605	DISPATCHED	26221
13605	FETCHED	54417
13605	FETCHED	54418
13605	FETCHED	54419
13605	FETCHED	54420
13606	STATE UPDATE	26213
13606	STATE UPDATE	26214
13606	EXECUTED	26211
13606	EXECUTED	26215
13606	SCHEDULED	26216
13606	SCHEDULED	26217
13606	DISPATCHED	26222
13606	DISPATCHED	26223
13606	FETCHED	54421
13606	FETCHED	54422
13606	FETCHED	54423
13606	FETCHED	54424
13607	STATE UPDATE	26211
13607	STATE UPDATE	26215
13607	EXECUTED	26216
13607	EXECUTED	26217
13607	SCHEDULED	26218
13607	SCHEDULED	26219
13607	DISPATCHED	26224
13607	DISPATCHED	26225
13607	FETCHED	54425
13607	FETCHED	54426
13607	FETCHED	54427
13607	FETCHED	54428
13608	STATE UPDATE	26216
13608	STATE UPDATE	26217
13608	EXECUTED	26218
13608	EXECUTED	26219
13608	SCHEDULED	26220
13608	SCHEDULED	26221
13608	DISPATCHED	26226
13608	DISPATCHED	26227
13608	FETCHED	54429
13608	FETCHED	54430
13608	FETCHED	54431
13608	FETCHED	54432
13609	STATE UPDATE	26218
13609	STATE UPDATE	26219
13609	EXECUTED	26220
13609	EXECUTED	26221
13609	SCHEDULED	26222
13609	SCHEDULED	26223
13609	SCHEDULED	26227
13609	DISPATCHED	26228
13609	DISPATCHED	26229
13609	FETCHED	54433
13609	FETCHED	54434
13609	FETCHED	54435
13609	FETCHED	54436
13610	STATE UPDATE	26220
13610	STATE UPDATE	26221
13610	EXECUTED	26227
13610	EXECUTED	26222
13610	EXECUTED	26223
13610	SCHEDULED	26224
13610	SCHEDULED	26225
13610	DISPATCHED	26230
13610	DISPATCHED	26231
13610	FETCHED	54437
13610	FETCHED	54438
13610	FETCHED	54439
13610	FETCHED	54440
13611	STATE UPDATE	26222
13611	STATE UPDATE	26223
13611	EXECUTED	26224
13611	EXECUTED	26225
13611	SCHEDULED	26226
13611	SCHEDULED	26229
13611	DISPATCHED	26232
13611	DISPATCHED	26233
13611	FETCHED	54441
13611	FETCHED	54442
13611	FETCHED	54443
13611	FETCHED	54444
13612	STATE UPDATE	26224
13612	STATE UPDATE	26227
13612	EXECUTED	26229
13612	EXECUTED	26226
13612	SCHEDULED	26228
13612	SCHEDULED	26232
13612	DISPATCHED	26234
13612	DISPATCHED	26235
13612	FETCHED	54445
13612	FETCHED	54446
13612	FETCHED	54447
13612	FETCHED	54448
13613	STATE UPDATE	26225
13613	STATE UPDATE	26226
13613	EXECUTED	26228
13613	EXECUTED	26232
13613	SCHEDULED	26231
13613	DISPATCHED	26236
13613	DISPATCHED	26237
13613	FETCHED	54449
13613	FETCHED	54450
13613	FETCHED	54451
13613	FETCHED	54452
13614	STATE UPDATE	26228
13614	STATE UPDATE	26229
13614	EXECUTED	26231
13614	SCHEDULED	26230
13614	SCHEDULED	26233
13614	DISPATCHED	26238
13614	DISPATCHED	26239
13614	FETCHED	54453
13614	FETCHED	54454
13614	FETCHED	54455
13614	FETCHED	54456
13615	STATE UPDATE	26231
13615	STATE UPDATE	26232
13615	EXECUTED	26230
13615	EXECUTED	26233
13615	SCHEDULED	26234
13615	SCHEDULED	26235
13615	DISPATCHED	26240
13615	DISPATCHED	26241
13615	FETCHED	54457
13615	FETCHED	54458
13615	FETCHED	54459
13615	FETCHED	54460
13616	STATE UPDATE	26230
13616	STATE UPDATE	26233
13616	EXECUTED	26234
13616	EXECUTED	26235
13616	SCHEDULED	26236
13616	SCHEDULED	26237
13616	DISPATCHED	26242
13616	DISPATCHED	26243
13616	FETCHED	54461
13616	FETCHED	54462
13616	FETCHED	54463
13616	FETCHED	54464
13617	STATE UPDATE	26234
13617	STATE UPDATE	26235
13617	EXECUTED	26236
13617	EXECUTED	26237
13617	SCHEDULED	26238
13617	SCHEDULED	26239
13617	DISPATCHED	26244
13617	DISPATCHED	26245
13617	FETCHED	54465
13617	FETCHED	54466
13617	FETCHED	54467
13617	FETCHED	54468
13618	STATE UPDATE	26236
13618	STATE UPDATE	26237
13618	EXECUTED	26238
13618	EXECUTED	26239
13618	SCHEDULED	26240
13618	SCHEDULED	26241
13618	DISPATCHED	26246
13618	DISPATCHED	26247
13618	FETCHED	54469
13618	FETCHED	54470
13618	FETCHED	54471
13618	FETCHED	54472
13619	STATE UPDATE	26238
13619	STATE UPDATE	26239
13619	EXECUTED	26240
13619	EXECUTED	26241
13619	SCHEDULED	26242
13619	SCHEDULED	26243
13619	SCHEDULED	26246
13619	DISPATCHED	26248
13619	DISPATCHED	26249
13619	FETCHED	54473
13619	FETCHED	54474
13619	FETCHED	54475
13619	FETCHED	54476
13620	STATE UPDATE	26240
13620	STATE UPDATE	26241
13620	EXECUTED	26246
13620	EXECUTED	26242
13620	EXECUTED	26243
13620	SCHEDULED	26244
13620	SCHEDULED	26245
13620	DISPATCHED	26250
13620	DISPATCHED	26251
13620	FETCHED	54477
13620	FETCHED	54478
13620	FETCHED	54479
13620	FETCHED	54480
13621	STATE UPDATE	26242
13621	STATE UPDATE	26243
13621	EXECUTED	26244
13621	EXECUTED	26245
13621	SCHEDULED	26247
13621	SCHEDULED	26248
13621	DISPATCHED	26252
13621	DISPATCHED	26253
13621	FETCHED	54481
13621	FETCHED	54482
13621	FETCHED	54483
13621	FETCHED	54484
13622	STATE UPDATE	26244
13622	STATE UPDATE	26246
13622	EXECUTED	26248
13622	EXECUTED	26247
13622	SCHEDULED	26250
13622	SCHEDULED	26251
13622	DISPATCHED	26254
13622	DISPATCHED	26255
13622	FETCHED	54485
13622	FETCHED	54486
13622	FETCHED	54487
13622	FETCHED	54488
13623	STATE UPDATE	26245
13623	STATE UPDATE	26247
13623	EXECUTED	26250
13623	EXECUTED	26251
13623	SCHEDULED	26252
13623	DISPATCHED	26256
13623	DISPATCHED	26257
13623	FETCHED	54489
13623	FETCHED	54490
13623	FETCHED	54491
13623	FETCHED	54492
13624	STATE UPDATE	26248
13624	STATE UPDATE	26250
13624	EXECUTED	26252
13624	SCHEDULED	26249
13624	SCHEDULED	26253
13624	DISPATCHED	26258
13624	DISPATCHED	26259
13624	FETCHED	54493
13624	FETCHED	54494
13624	FETCHED	54495
13624	FETCHED	54496
13625	STATE UPDATE	26251
13625	STATE UPDATE	26252
13625	EXECUTED	26249
13625	EXECUTED	26253
13625	SCHEDULED	26254
13625	SCHEDULED	26255
13625	DISPATCHED	26260
13625	DISPATCHED	26261
13625	FETCHED	54497
13625	FETCHED	54498
13625	FETCHED	54499
13625	FETCHED	54500
13626	STATE UPDATE	26249
13626	STATE UPDATE	26253
13626	EXECUTED	26254
13626	EXECUTED	26255
13626	SCHEDULED	26256
13626	SCHEDULED	26257
13626	DISPATCHED	26262
13626	DISPATCHED	26263
13626	FETCHED	54501
13626	FETCHED	54502
13626	FETCHED	54503
13626	FETCHED	54504
13627	STATE UPDATE	26254
13627	STATE UPDATE	26255
13627	EXECUTED	26256
13627	EXECUTED	26257
13627	SCHEDULED	26258
13627	SCHEDULED	26259
13627	DISPATCHED	26264
13627	DISPATCHED	26265
13627	FETCHED	54505
13627	FETCHED	54506
13627	FETCHED	54507
13627	FETCHED	54508
13628	STATE UPDATE	26256
13628	STATE UPDATE	26257
13628	EXECUTED	26258
13628	EXECUTED	26259
